"Subject","Target.ACC.notono_invalida_congruent","Target.ACC.notono_invalida_incongruent","Target.ACC.notono_nocue_congruent","Target.ACC.notono_nocue_incongruent","Target.ACC.notono_valida_congruent","Target.ACC.notono_valida_incongruent","Target.ACC.tono_invalida_congruent","Target.ACC.tono_invalida_incongruent","Target.ACC.tono_nocue_congruent","Target.ACC.tono_nocue_incongruent","Target.ACC.tono_valida_congruent","Target.ACC.tono_valida_incongruent","notono_ACC","tono_ACC","invalid_ACC","nocue_ACC","valid_ACC","congruent_ACC","incongruent_ACC"
200,4.16666666666666,8.33333333333334,12.5,12.5,4.16666666666666,8.33333333333334,4.16666666666666,4.16666666666666,8.33333333333334,4.16666666666666,4.16666666666666,8.33333333333334,8.33333333333334,5.55555555555556,5.20833333333334,9.375,6.25,6.25,7.63888888888888
201,0,16.6666666666667,12.5,12.5,12.5,29.1666666666667,4.16666666666666,12.5,0,0,16.6666666666667,8.33333333333334,13.8888888888889,6.94444444444444,8.33333333333334,6.25,16.6666666666667,7.63888888888888,13.1944444444444
202,0,8.33333333333334,0,8.33333333333334,4.16666666666666,4.16666666666666,0,0,0,0,0,0,4.16666666666666,0,2.08333333333334,2.08333333333334,2.08333333333334,0.694444444444442,3.47222222222222
203,0,0,8.33333333333334,4.16666666666666,8.33333333333334,0,0,4.16666666666666,0,0,8.33333333333334,0,3.47222222222222,2.08333333333334,1.04166666666666,3.125,4.16666666666666,4.16666666666666,1.38888888888888
204,12.5,8.33333333333334,0,12.5,12.5,4.16666666666666,8.33333333333334,8.33333333333334,0,4.16666666666666,4.16666666666666,8.33333333333334,8.33333333333334,5.55555555555556,9.375,4.16666666666666,7.29166666666666,6.25,7.63888888888888
205,4.16666666666666,8.33333333333334,4.16666666666666,0,0,12.5,0,0,4.16666666666666,0,8.33333333333334,4.16666666666666,4.86111111111112,2.77777777777778,3.125,2.08333333333334,6.25,3.47222222222222,4.16666666666666
206,20.8333333333333,25,4.16666666666666,33.3333333333333,16.6666666666667,29.1666666666667,16.6666666666667,29.1666666666667,0,16.6666666666667,29.1666666666667,45.8333333333333,21.5277777777778,22.9166666666667,22.9166666666667,13.5416666666667,30.2083333333333,14.5833333333333,29.8611111111111
207,8.33333333333334,16.6666666666667,16.6666666666667,12.5,16.6666666666667,20.8333333333333,16.6666666666667,12.5,29.1666666666667,20.8333333333333,25,12.5,15.2777777777778,19.4444444444444,13.5416666666667,19.7916666666667,18.75,18.75,15.9722222222222
208,0,0,0,4.16666666666666,0,4.16666666666666,0,0,4.16666666666666,0,0,0,1.38888888888888,0.694444444444442,0,2.08333333333334,1.04166666666666,0.694444444444442,1.38888888888888
209,0,0,4.16666666666666,0,0,0,0,0,0,0,0,4.16666666666666,0.694444444444442,0.694444444444442,0,1.04166666666666,1.04166666666666,0.694444444444442,0.694444444444442
210,4.16666666666666,0,4.16666666666666,0,4.16666666666666,0,8.33333333333334,4.16666666666666,12.5,0,0,8.33333333333334,2.08333333333334,5.55555555555556,4.16666666666666,4.16666666666666,3.125,5.55555555555556,2.08333333333334
211,8.33333333333334,8.33333333333334,0,12.5,8.33333333333334,0,0,4.16666666666666,0,8.33333333333334,8.33333333333334,8.33333333333334,6.25,4.86111111111112,5.20833333333334,5.20833333333334,6.25,4.16666666666666,6.94444444444444
212,8.33333333333334,25,20.8333333333333,8.33333333333334,8.33333333333334,4.16666666666666,4.16666666666666,16.6666666666667,0,16.6666666666667,0,0,12.5,6.25,13.5416666666667,11.4583333333333,3.125,6.94444444444444,11.8055555555556
213,0,0,0,0,0,4.16666666666666,8.33333333333334,0,4.16666666666666,0,0,8.33333333333334,0.694444444444442,3.47222222222222,2.08333333333334,1.04166666666666,3.125,2.08333333333334,2.08333333333334
214,8.33333333333334,4.16666666666666,4.16666666666666,8.33333333333334,8.33333333333334,4.16666666666666,0,4.16666666666666,0,4.16666666666666,0,0,6.25,1.38888888888888,4.16666666666666,4.16666666666666,3.125,3.47222222222222,4.16666666666666
215,4.16666666666666,8.33333333333334,4.16666666666666,0,0,8.33333333333334,0,0,0,0,0,0,4.16666666666666,0,3.125,1.04166666666666,2.08333333333334,1.38888888888888,2.77777777777778
216,8.33333333333334,8.33333333333334,4.16666666666666,8.33333333333334,0,0,4.16666666666666,8.33333333333334,0,0,4.16666666666666,0,4.86111111111112,2.77777777777778,7.29166666666666,3.125,1.04166666666666,3.47222222222222,4.16666666666666
217,0,0,0,0,4.16666666666666,4.16666666666666,4.16666666666666,4.16666666666666,0,8.33333333333334,4.16666666666666,8.33333333333334,1.38888888888888,4.86111111111112,2.08333333333334,2.08333333333334,5.20833333333334,2.08333333333334,4.16666666666666
218,4.16666666666666,12.5,4.16666666666666,8.33333333333334,8.33333333333334,16.6666666666667,8.33333333333334,16.6666666666667,16.6666666666667,12.5,12.5,4.16666666666666,9.02777777777778,11.8055555555556,10.4166666666667,10.4166666666667,10.4166666666667,9.02777777777778,11.8055555555556
220,8.33333333333334,16.6666666666667,0,0,8.33333333333334,8.33333333333334,4.16666666666666,4.16666666666666,8.33333333333334,0,0,0,6.94444444444444,2.77777777777778,8.33333333333334,2.08333333333334,4.16666666666666,4.86111111111112,4.86111111111112
221,0,4.16666666666666,8.33333333333334,12.5,4.16666666666666,4.16666666666666,0,4.16666666666666,0,4.16666666666666,0,4.16666666666666,5.55555555555556,2.08333333333334,2.08333333333334,6.25,3.125,2.08333333333334,5.55555555555556
222,16.6666666666667,37.5,8.33333333333334,29.1666666666667,25,20.8333333333333,4.16666666666666,20.8333333333333,4.16666666666666,8.33333333333334,0,8.33333333333334,22.9166666666667,7.63888888888888,19.7916666666667,12.5,13.5416666666667,9.72222222222222,20.8333333333333
223,8.33333333333334,20.8333333333333,4.16666666666666,12.5,0,12.5,0,4.16666666666666,0,4.16666666666666,0,12.5,9.72222222222222,3.47222222222222,8.33333333333334,5.20833333333334,6.25,2.08333333333334,11.1111111111111
224,4.16666666666666,25,8.33333333333334,20.8333333333333,8.33333333333334,20.8333333333333,4.16666666666666,8.33333333333334,0,16.6666666666667,0,0,14.5833333333333,4.86111111111112,10.4166666666667,11.4583333333333,7.29166666666666,4.16666666666666,15.2777777777778
225,0,8.33333333333334,0,0,4.16666666666666,4.16666666666666,0,0,0,4.16666666666666,0,4.16666666666666,2.77777777777778,1.38888888888888,2.08333333333334,1.04166666666666,3.125,0.694444444444442,3.47222222222222
